title,domain,url,description,published_at
"It’s Not the Collusion, It’s the Corruption",nytimes.com,https://www.nytimes.com/2019/04/18/opinion/mueller-report-corruption.html,President Trump on the eve of the release of the Mueller report.,2019-04-18T22:50:58Z
"Waldman and Sargent: Trump obstructed justice, and Mueller report makes it clear",denverpost.com,https://www.denverpost.com/2019/04/18/waldman-and-sargent-trump-obstructed-justice-and-mueller-report-makes-it-clear/,"Now that Attorney General William Barr gave a news conference marked by a remarkably dishonest effort to pre-spin the Mueller report, the upshot of the day's events can be summed up in one, similar sentence: ""We don't have an attorney general.""",2019-04-18T22:50:57Z
Barr deepens critics' concerns in handling of Mueller report,apnews.com,https://apnews.com/9d0f437614054e46a094b5e460f3b045,"WASHINGTON (AP) — It may be special counsel Robert Mueller's Russia investigation report , but the spotlight Thursday belonged just as much to the attorney general who made it public.",2019-04-18T22:50:57Z
"On big Mueller day, McConnell targets raising age for tobacco",cnn.com,https://www.cnn.com/2019/04/18/politics/mitch-mcconnell-vaping-mueller/index.html,"In the moments after Attorney General Bill Barr unveiled the long-awaited report from special counsel Robert Mueller, the top Republican in the US Senate went before cameras in Louisville to make a significant public policy announcement.",2019-04-18T22:50:30Z
"Trump tried to stop Mueller investigation, but staff wouldn't let him, says report",pbs.org,https://www.pbs.org/newshour/show/trump-tried-to-stop-mueller-investigation-but-staff-wouldnt-let-him-says-report,"With a redacted version of the special counsel's report public, President Trump is again claiming vindication. In fact, Robert Mueller's findings document extensive contacts between the Trump campaign and Russian operatives, as well as attempts to interfere w…",2019-04-18T22:50:22Z
The best defense of Trump is still a damning indictment,vox.com,https://www.vox.com/policy-and-politics/2019/4/18/18485536/mueller-report-trump-barr-defense-collusion-obstruction,"The Mueller report’s defense of Trump: exculpatory incompetence, misplaced rage.",2019-04-18T22:50:00Z
McClatchy Adds Editor’s Notes To Its Cohen-Prague Reports,dailycaller.com,https://dailycaller.com/2019/04/18/mcclatcy-update-cohen-prague/,McClatchy has updated two reports published last year that claimed that Mueller had evidence that bolstered the Steele dossier's claims about Michael Cohen.,2019-04-18T22:49:42Z
Barr deepens critics’ concerns in handling of Mueller report,seattletimes.com,https://www.seattletimes.com/nation-world/nation/barr-deepens-critics-concerns-in-handling-of-mueller-report/,"WASHINGTON (AP) — It may be special counsel Robert Mueller’s Russia investigation report, but the spotlight belonged just as much to the attorney general who made it public. The report had not yet been released when William Barr took the Justice Department po…",2019-04-18T22:49:36Z
Read the Mueller Report; Change Your Instagram Password,wired.com,https://www.wired.com/story/mueller-report-trump-facebook-instagram-passwords/,Catch up on the most important news today in 2 minutes or less.,2019-04-18T22:49:05Z
Trump feared Russia probe would 'end' presidency: Mueller report,afp.com,https://www.afp.com/en/news/3954/trump-feared-russia-probe-would-end-presidency-mueller-report-doc-1fq74t9,"Donald Trump feared the probe into Russia election meddling led by Special Counsel Robert Mueller would doom his presidency and attempted to fire the top investigator, according to Mueller's long-awaited report, which was finally released Thursday.The",2019-04-18T22:49:00Z
Dem House chairs: Mueller report 'does not exonerate the president',thehill.com,https://thehill.com/homenews/house/439643-dem-house-chairs-mueller-report-does-not-exonerate-the-president,"Several Democratic House committee chairs released a statement Thursday following the release of Robert Mueller's partially-redacted report on his investigation into the Trump campaign and Russia, stating that the report does not exonerate the pre",2019-04-18T22:48:52Z
President Trump Can’t Wait to Watch Fox News Prime Time Tonight: ‘Will Be Very Interesting!’,adweek.com,http://www.adweek.com/tvnewser/president-trump-cant-wait-to-watch-fox-news-prime-time-programming-tonight-will-be-very-interesting/400039/,The president claims victory.,2019-04-18T22:48:00Z
Burr needs to win trust after the Mueller report,newsobserver.com,https://www.newsobserver.com/opinion/article229433024.html,"The release of the Mueller report sends the investigative ball to the court of Sen. Richard Burr, chairman of the Senate Select Committee on Intelligence, which is still probing Russian … Click to Continue »",2019-04-18T22:47:29Z
Former Republican Sen. Jeff Flake reacts to Mueller report - CBS News,youtube.com,https://www.youtube.com/watch?v=jNmW3MK_a3g,"Former Republican Sen. Jeff Flake reacts to Mueller report CBS News Chuck Todd: Trump, Barr 'successfully neutered' impact of Mueller report | TheHill The Hill Mueller report: 'Does not exonerate' President Trump ABC News MSNBC's Chuck Todd has a meltdown ove…",2019-04-18T22:46:57Z
Former Republican Sen. Jeff Flake reacts to Mueller report,cbsnews.com,https://www.cbsnews.com/video/former-republican-sen-jeff-flake-reacts-to-mueller-report/,"Many Republicans jumped to the defense of President Trump after the release of the special counsel's redacted report. One of the president's major critics within his party, former Arizona Republican Senator and now CBS News contributor Jeff Flake, joined CBSN…",2019-04-18T22:46:38Z
"Collusion or Not, Does the Mueller Report Hold Up as a Spy Novel?",vanityfair.com,https://www.vanityfair.com/style/2019/04/mueller-report-review-as-a-spy-novel,"In Robert Mueller’s debut, a lively cast of characters is no match for a protagonist who doesn’t make sense.",2019-04-18T22:46:31Z
Mueller Report Bolsters Claims That Russia Penetrated Election Systems in Florida (Pema Levy/Mother Jones),memeorandum.com,https://www.memeorandum.com/190418/p93,"Pema Levy / Mother Jones : Mueller Report Bolsters Claims That Russia Penetrated Election Systems in Florida — Last summer, Sen. Bill Nelson (D-Fla.) drew skepticism and ridicule from the media and Republicans when he claimed that Russian hackers had gained a…",2019-04-18T22:45:19Z
The Mueller report release,usatoday.com,https://www.usatoday.com/videos/opinion/2019/04/18/mueller-report-release-barr/3514297002/,Attorney General William Barr continues to frustrate Democrats over the Mueller report.,2019-04-18T22:45:19Z
"On Mueller report, Trump is 'completely clueless,' says Jeffries",pbs.org,https://www.pbs.org/newshour/show/on-mueller-report-trump-is-completely-clueless-says-jeffries,"President Trump's reaction to the release of a redacted version of the Mueller report was to again claim exoneration. But according to the House Judiciary Committee's Rep. Hakeem Jeffries, D-N.Y, that claim is not at all supported by the facts. Rep. Jeffries …",2019-04-18T22:45:09Z
"On Mueller report, Trump is ‘completely clueless,’ says Jeffries",google.com,http://feedproxy.google.com/~r/NewsHourHeadlinesPodcast/~3/g2nMarpj5uE/on-mueller-report-trump-is-completely-clueless-says-jeffries,"President Trump’s reaction to the release of a redacted version of the Mueller report was to again claim exoneration. But according to the House Judiciary Committee's Rep. Hakeem Jeffries, D-N.Y, that claim is not at all supported by the facts. Rep. Jeffries …",2019-04-18T22:45:09Z
Top House Democrat: Impeachment 'Not Worthwhile At This Point',zerohedge.com,https://www.zerohedge.com/news/2019-04-18/top-house-democrat-impeachment-not-worthwhile-point,"House Majority Leader Steny Hoyer (D-MD) said on Thursday that he doesn't think it would be ""worthwhile"" to initiate impeachment proceedings against President Trump, following the release of the highly anticipated Mueller report. ""Based on what we have seen t…",2019-04-18T22:44:49Z
Statement from House chairs: Now falls on Congress to assess Trump's 'corrupt and immoral conduct',dailykos.com,https://www.dailykos.com/story/2019/4/18/1851396/-Statement-from-House-chairs-It-falls-on-Congress-to-assess-Trump-s-corrupt-and-immoral-conduct,"In a highly unusual joint statement, the Democratic chairs of six House committees have issued a scathing appraisal of Trump's actions as outlined in the Mueller report and of Attorney General Barr's misrepresentations of that report. Despite a series of stat…",2019-04-18T22:44:46Z
How Not to Obstruct Justice,yahoo.com,https://news.yahoo.com/not-obstruct-justice-224431061.html,"It confirms, for anyone left doubting, that Russia did indeed meddle in the 2016 election.  It did not find evidence showing that President Donald Trump and his associates engaged in any criminal conspiracy with Russia in their meddling.",2019-04-18T22:44:31Z
Mueller report: How Russia used Facebook and Twitter to influence the 2016 election,sacbee.com,https://www.sacbee.com/news/business/technology/article229433499.html,The United Muslims of America were neither Muslims nor Americans. That fictional organization was one of several Facebook groups Russian agents created to sow discord among American voters during the … Click to Continue »,2019-04-18T22:44:26Z
"Democrats want Mueller to testify, threaten to subpoena unredacted report",nbcnews.com,https://www.nbcnews.com/nightly-news/video/democrats-want-mueller-to-testify-threaten-to-subpoena-unredacted-report-1499220547692,Congressional Democrats are focusing on one passage in Special Counsel Mueller’s report: “Congress may apply the obstruction laws to the President’s corrupt exercise of the powers of office.”,2019-04-18T22:44:01Z
Here are 7 takeaways from the redacted version of special counsel Robert Mueller's Russia investigation,businessinsider.com,https://www.businessinsider.com/mueller-report-trump-takeaways-from-redacted-version-russia-investigation-2019-4,"After a two-year Russia investigation, special counsel Robert Mueller released his findings. On April 18, 2019, the Department of Justice released a redacted version of the full report. A major takeaway from the report was that Trump's advisors played a big r…",2019-04-18T22:44:00Z
Here are 7 takeaways from the redacted version of special counsel Robert Mueller's Russia investigation,businessinsider.com.au,https://www.businessinsider.com.au/mueller-report-trump-takeaways-from-redacted-version-russia-investigation-2019-4,"After a two-year Russia investigation, special counsel Robert Mueller released his findings. On April 18, 2019, the Department of Justice released a redacted version of the full report. More »",2019-04-18T22:44:00Z
‘He wimped out’: MSNBC guest blasts Robert Mueller for failing to indict Don Jr.’s conspiracy,alternet.org,https://www.alternet.org/2019/04/he-wimped-out-msnbc-guest-blasts-robert-mueller-for-failing-to-indict-don-jr/,"Special Counsel Robert Mueller’s report is a devastating document for President Donald Trump and his administration, showing grossly objectionable behavior by top aides regarding Russian interference in the 2016 election… Related Stories ‘Unethical, unprincip…",2019-04-18T22:43:57Z
Where the Trump investigations stand after Mueller,foxbusiness.com,https://www.foxbusiness.com/markets/where-the-trump-investigations-stand-after-mueller,Special counsel Robert Mueller's long-awaited report outlined Russian interference in the 2016 presidential election.,2019-04-18T22:42:53Z
Russia report tells how angry Trump wanted Mueller fired,vanguardngr.com,https://www.vanguardngr.com/2019/04/russia-report-tells-how-angry-trump-wanted-mueller-fired/,"Fearing that his presidency was doomed, an angry Donald Trump pushed for Robert Mueller to be fired before he could deepen his probe into Russian election meddling, the special counsel's long-awaited report said Thursday. Continue reading Russia report tells …",2019-04-18T22:41:52Z
Mary Katharine Ham: The media is dragging the collusion goalposts,hotair.com,https://hotair.com/archives/2019/04/18/mary-katherine-ham-media-will-get-tired-dragging-collusion-goalposts-next-two-years/,"""We have an answer in this report and I think it's important to take that answer."" The post Mary Katharine Ham: The media is dragging the collusion goalposts appeared first on Hot Air.",2019-04-18T22:41:01Z
Trump labels Mueller conclusions a personal victory,nbcnews.com,https://www.nbcnews.com/nightly-news/video/trump-labels-mueller-conclusions-a-personal-victory-1499217475918,"“I’m having a good day… it’s called no collusion, no obstruction,” President Trump said just moments after the redacted report was released, during a celebration of Wounded Warriors.",2019-04-18T22:40:56Z
"The Mueller investigation: If Donald Trump didn't break the law, he surely bent it",usatoday.com,https://www.usatoday.com/story/opinion/2019/04/18/mueller-report-donald-trump-collusion-obstruction-our-view/3465707002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"If the president didn't obstruct justice, it wasn't for a lack of trying.",2019-04-18T22:40:12Z
"Mueller's Language about ""Collusion,"" Coordination, and Conspiracy (emptywheel)",memeorandum.com,https://www.memeorandum.com/190418/p92,"emptywheel : Mueller's Language about “Collusion,” Coordination, and Conspiracy — The answer to a key question — what did the rest of the sentence William Barr censored when declaring Trump's innocence by quoting a sentence in the Mueller report that says, “t…",2019-04-18T22:40:01Z
ROGER KIMBALL: THE BARR IS RAISED. Many will be furious at the Mueller report’s findings. That’s…,pjmedia.com,https://pjmedia.com/instapundit/328090/,ROGER KIMBALL: THE BARR IS RAISED. Many will be furious at the Mueller report’s findings. That’s a big problem for America: But here is the existential issue that the report confronts us with. William Barr observed at one point that ‘all Americans can and sho…,2019-04-18T22:39:48Z
Trump Celebrates ‘Great Day for America’ and ‘A Special Evening Tonight’ on Fox News Primetime,mediaite.com,https://www.mediaite.com/trump/trump-celebrates-great-day-for-america-and-a-special-evening-tonight-on-fox-news-primetime/,"President Donald Trump tonight celebrated a ""really great day for America"" following the release of the Mueller report, and even plugged Fox News primetime.",2019-04-18T22:39:38Z
Political fallout from the release of the Mueller report,foxnews.com,http://video.foxnews.com/v/6027774403001/,Is impeachment still on the table for House Democrats? Reaction and analysis from the 'Special Report' All-Stars.,2019-04-18T22:38:35Z
Trump claims 'game over' on Mueller report as Democrats say game on,yahoo.com,https://news.yahoo.com/trump-claims-apos-game-over-193529647.html,Document threatens to reopen debate over impeachment and raises questions on the futures of William Barr and Sarah SandersMueller report released – live updatesSupport the Guardian’s independent journalism and make a contribution Donald Trump’s claims of vind…,2019-04-18T22:38:22Z
Mueller report finds no Trump-Russia conspiracy but raises questions over obstruction of justice,nbcnews.com,https://www.nbcnews.com/nightly-news/video/mueller-report-finds-no-trump-russia-conspiracy-but-raises-questions-over-obstruction-of-justice-1499216451827,"The report says substantial evidence indicates that the catalyst for the President’s decision to fire Comey was that Comey wouldn’t say that the president was not personally under investigation, but that neither the president nor anyone in the president’s cam…",2019-04-18T22:38:13Z
What now? How House Democrats may act on the Mueller report - Quartz,qz.com,https://qz.com/1599428/what-now-how-house-democrats-may-act-on-the-mueller-report/,What now? How House Democrats may act on the Mueller report Quartz The Mueller report offers a trove of information for others investigating Trump.,2019-04-18T22:38:00Z
"After the Mueller Report, Trump’s Fate Lies with Voters",newyorker.com,https://www.newyorker.com/news/current/after-the-mueller-report-trumps-fate-lies-with-voters,"David Rohde writes about Congress’s response to the Mueller report, and Jerrold Nadler’s vow to continue to investigate President Trump.",2019-04-18T22:37:17Z
Key Takeaways From the Mueller Report on Trump and Russia,dailysignal.com,https://www.dailysignal.com/2019/04/18/key-takeaways-from-the-mueller-report-on-trump-and-russia/,"The final report by special counsel Robert Mueller found no evidence of a conspiracy between the Trump campaign and the Kremlin, but details in the... Read More The post Key Takeaways From the Mueller Report on Trump and Russia appeared first on The Daily Sig…",2019-04-18T22:36:33Z
Is Mueller Suggesting Trump Should Be Impeached?,slate.com,https://slate.com/news-and-politics/2019/04/political-gabfest-discusses-mueller-report.html,Why is William Barr destroying his reputation for Trump?,2019-04-18T22:36:24Z
Here’s why Mueller declined to charge Trump with obstruction of justice - Global News,globalnews.ca,https://globalnews.ca/news/5181706/mueller-report-trump-obstruction-of-justice/,"Here’s why Mueller declined to charge Trump with obstruction of justice Global News Obstruction or not, Mueller report shows Trump's panic during Russia investigation CBC News Trump didn't obstruct justice, but it wasn't for lack of trying: Mueller report CBC…",2019-04-18T22:36:00Z
"In unflattering detail, Mueller report reveals Trump actions to impede inquiry",firstpost.com,https://www.firstpost.com/world/in-unflattering-detail-mueller-report-reveals-trump-actions-to-impede-inquiry-6477501.html,"By Sarah N. Lynch and Andy Sullivan WASHINGTON (Reuters) - Special Counsel Robert Mueller's report on his inquiry into Russia's role in the 2016 U.S. The post In unflattering detail, Mueller report reveals Trump actions to impede inquiry appeared first on Fir…",2019-04-18T22:35:40Z
How 3 legal experts interpret the Mueller report,pbs.org,https://www.pbs.org/newshour/show/how-3-legal-experts-interpret-the-mueller-report,"Special counsel Robert Mueller's extensive report covers not only his investigation's findings, but also how he believed U.S. criminal law applied to them. Three legal experts are here to offer analysis: Mary McCord, former acting head of the Justice Departme…",2019-04-18T22:35:31Z
Mueller report unpacked,acast.com,https://play.acast.com/s/ft-news/muellerreportunpacked,"Nearly two years after Robert Mueller was appointed special counsel, his report on the investigation into allegations of Russian meddling in the 2016 presidential campaign is out. The FT's US managing editor Peter Spiegel and US national editor Edward Luce di…",2019-04-18T22:35:18Z
Where the Trump investigations stand after Mueller,startribune.com,http://www.startribune.com/where-the-trump-investigations-stand-after-mueller/508774612/,"Special counsel Robert Mueller's long-awaited report outlined Russian interference in the 2016 presidential election. But Mueller did not establish that members of the Trump campaign conspired or coordinated with the Russian government, and he made no conclus…",2019-04-18T22:35:07Z
Mueller decided not to subpoena Trump to avoid a lengthy court fight,latimes.com,https://www.latimes.com/politics/la-na-mueller-subpoena-20190417-story.html,"In the end, special counsel Robert S. Mueller III never forced President Trump to testify under oath even though he considered Trump’s written answers to prosecutors’ questions “inadequate.” Instead of following predecessors who compelled evidence from Presid…",2019-04-18T22:35:00Z
See Barr's riposte to reporter who questions his integrity,wnd.com,https://www.wnd.com/2019/04/see-barrs-riposte-to-reporter-who-questions-his-integrity/,"Watch AG Barr run circles around @PaulaReidCBS & get her to agree. Reid: You face an unprecedented situation. Barr: Is there another precedent for it? Reid: No Barr: So unprecedented is an accurate description, isn’t it? Reid: Yes#MuellerReport #maga pic.twit…",2019-04-18T22:34:47Z
William Barr Must Resign,slate.com,https://slate.com/news-and-politics/2019/04/william-barr-resign-mueller-report.html,Barr is clearly compromised by the partisan goals of this White House to the point where he cannot be trusted in the job.,2019-04-18T22:34:34Z
"Mueller reveals Trump's staff, associates sometimes ignored him",thestar.com.my,http://www.thestar.com.my/news/world/2019/04/19/mueller-reveals-trumps-staff-associates-sometimes-ignored-him/,WASHINGTON (Reuters) - U.S. Special Counsel Robert Mueller's 448-page report released on Thursday detailed more than just Oval Office arguments and Trump Tower meetings.,2019-04-18T22:34:20Z
Mueller report reveals Sarah Sanders lied for Trump. It's time for her to resign.,nbcnews.com,https://www.nbcnews.com/think/opinion/mueller-report-reveals-sarah-sanders-lied-trump-it-s-time-ncna996181,Sanders isn’t Trump's White House press secretary as much as she is America’s main minister of propaganda.,2019-04-18T22:34:09Z
Why Does the Mueller Report Mention Paul Manafort’s ‘Biggest Jar of Caviar’?,eater.com,https://www.eater.com/2019/4/18/18485545/mueller-report-paul-manafort-caviar-lol,"The former Trump campaign chairman allegedly received a $40,000 jar of caviar, which would have been the size of a small dog",2019-04-18T22:33:23Z
Michael Cohen Tried To Contact Russia By Emailing Its Main Press Contact — And He Made A Typo,dailycaller.com,https://dailycaller.com/2019/04/18/michael-cohen-russia-typo/,"Former Trump lawyer Michael Cohen accidentally dealt with a former high-level Russian politico because Cohen Googled him incorrectly and thought he was someone else, according to the Mueller report. Then after that person — whom Cohen thought was a weightlift…",2019-04-18T22:32:51Z
Robert Mueller Gave Us Everything We Need to Know,slate.com,https://slate.com/news-and-politics/2019/04/mueller-report-gives-us-everything-we-need-to-know.html,The report confirms the reality we’ve lived.,2019-04-18T22:32:36Z
"President Trump claims victory, says Mueller report exonerates him",yahoo.com,https://news.yahoo.com/president-trump-claims-victory-says-223228036.html,"While the Mueller report confirms there was no evidence of collusion with the Russians by the president or his campaign in 2016, it was less charitable on the subject of obstruction of justice; Kevin Corke reports from the White House.",2019-04-18T22:32:28Z
Mueller Report’s Unwritten Chapter: Why Russians Were Courting Trump World,thedailybeast.com,https://www.thedailybeast.com/mueller-reports-unwritten-chapter-why-russians-were-courting-trump-world,Photo Illustration by Elizabeth Brockway/The Daily Beast/Getty The Mueller report answers lots of questions but leaves one big one lingering: Why were so many Russians so eager to ingratiate themselves with Trump World? The report is in one sense a story of m…,2019-04-18T22:32:16Z
Mueller Report’s Unwritten Chapter: Why Russians Were Courting Trump World,yahoo.com,https://news.yahoo.com/mueller-report-unwritten-chapter-why-223216873.html,Photo Illustration by Elizabeth Brockway/The Daily Beast/GettyThe Mueller report answers lots of questions but leaves one big one lingering: Why were so many Russians so eager to ingratiate themselves with Trump World?The report is in one sense a story of mee…,2019-04-18T22:32:16Z
"Mueller reveals Trump's staff, associates sometimes ignored him",jpost.com,https://www.jpost.com/American-Politics/Mueller-reveals-Trumps-staff-associates-sometimes-ignored-him-587352,"Trump frequently attempted to use staff and associates to deliver messages. But frequently, his attempts to send messages via a third party were ignored.",2019-04-18T22:32:15Z
Barr to allow some lawmakers to review less-redacted Mueller report as soon as next week,thehill.com,https://thehill.com/homenews/administration/439640-barr-to-allow-some-lawmakers-to-review-less-redacted-mueller-report,"Attorney General William Barr will allow select lawmakers to review a less-redacted version of special counsel Robert Mueller's report in a secure area as soon as next week, according to the Justice Department.Assi...",2019-04-18T22:31:52Z
6 Trump actions that Mueller investigated for possible obstruction of justice,cbc.ca,https://www.cbc.ca/news/world/mueller-report-trump-obstruction-analysis-1.5104530,"U.S. special counsel Robert Mueller has absolved Donald Trump and his team of conspiring with Russian agents. But for various reasons, Mueller couldn't conclusively state whether the president obstructed justice — and his report makes clear Trump isn't blamel…",2019-04-18T22:31:26Z
"Sound On: Special Edition, The Mueller Report (Podcast)",bloomberg.com,https://www.bloomberg.com/tosv2.html?vid=&uuid=601f50f0-6233-11e9-b795-bd9dee5aaaf9&url=L25ld3MvYXVkaW8vMjAxOS0wNC0xOC9zb3VuZC1vbi1zcGVjaWFsLWVkaXRpb24tdGhlLW11ZWxsZXItcmVwb3J0LXBvZGNhc3Q=,,2019-04-18T22:31:14Z
Live: Trump arrives in Palm Beach after Mueller report release - Fox News,youtube.com,https://www.youtube.com/watch?v=1hfx-R89Vt4,"President Trump and First Lady Melania Trump arrive in Palm Beach, Florida aboard Air Force One to spend the weekend at Mar-a-Lago for Easter weekend. Watch ...",2019-04-18T22:30:40Z
How Moscow used 'unconventional' means to influence Trump's policy,pbs.org,https://www.pbs.org/newshour/show/how-moscow-used-unconventional-means-to-influence-trumps-policy,"The Mueller report reveals new details about successful Russian efforts to interfere in the 2016 presidential election and establish communication with the Trump campaign. Special correspondent Ryan Chilcote, who lived in Russia for 20 years, tells Judy Woodr…",2019-04-18T22:30:24Z
Where the Trump investigations stand after Mueller,thestar.com,https://www.thestar.com/news/world/us/2019/04/18/where-the-trump-investigations-stand-after-mueller.html,"NEW YORK - Special counsel Robert Mueller's long-awaited report outlined Russian interference in the 2016 presidential election. But Mueller did not establish that members of the Trump campaign conspired or co-ordinated with the Russian government, and he mad…",2019-04-18T22:30:15Z
Mueller’s Handling of the Obstruction Question Was Total Garbage,redstate.com,https://www.redstate.com/bonchie/2019/04/18/muellers-handling-obstruction-question-garbage/,Cop-outs and abdications of duty. The post Mueller’s Handling of the Obstruction Question Was Total Garbage appeared first on RedState.,2019-04-18T22:30:03Z
"Dave Juskow, Jaimie La Bella: It’s Finally Mueller Time, Researchers Say We Need More Than Five Hours Of Sleep",foxnews.com,https://radio.foxnews.com/2019/04/18/tom-shillue-show-04-18-19-third-hour/,"Comedian Dave Juskow and Fox Business Network producer Jaimie La Bella join Tom Shillue to discuss the most important stories of the day including... After a nearly two-year investigation, Special Counsel Robert Mueller's report has finally been delivered to …",2019-04-18T22:30:00Z
Alexandria Ocasio-Cortez is Ready to Impeach the Motherfucker,jezebel.com,https://theslot.jezebel.com/alexandria-ocasio-cortez-is-ready-to-impeach-the-mother-1834151439,Is it still Mueller Time? Why does Attorney General William Barr look like the human equivalent of a pug? Is it wine o’clock? Is it Crime Time? Am I drinking a Diet Dr. Pepper? What is time really? Read more...,2019-04-18T22:30:00Z
"What Does “Harm To Ongoing Matter” In The Mueller Report Mean, Exactly?",refinery29.com,https://www.refinery29.com/en-us/2019/04/230351/mueller-report-what-does-harm-to-ongoing-matter-mean,"The Mueller report was finally released to the public today and while it had a number of very interesting revelations, it also contained some heavy redactions, including some pages that were almost completely blacked out. These redactions were justified on th…",2019-04-18T22:30:00Z
What did we learn from reading Robert Mueller’s actual report?,latimes.com,https://www.latimes.com/nation/la-na-pol-mueller-report-release-highlights-20190418-story.html,"The secrecy around the final report from special counsel Robert S. Mueller III has finally been lifted, at least most of it. Some information was redacted by the Justice Department, but much of the nearly 400-page report became public on Thursday. Here’s what…",2019-04-18T22:30:00Z
"President Trump claims victory, says Mueller report exonerates him",foxnews.com,http://video.foxnews.com/v/6027769869001/,"While the Mueller report confirms there was no evidence of collusion with the Russians by the president or his campaign in 2016, it was less charitable on the subject of obstruction of justice; Kevin Corke reports from the White House.",2019-04-18T22:29:43Z
"President Trump Hits Mueller Hard on ‘Episodes’ Investigated For Obstruction “I Could Have Fired Everyone, Including Mueller If I Wanted”",thegatewaypundit.com,https://www.thegatewaypundit.com/2019/04/president-trump-hits-mueller-hard-on-episodes-investigated-for-obstruction-i-could-have-fired-everyone-including-mueller-if-i-wanted/,"President Trump hit Mueller hard on Thursday evening on the absurd obstruction allegations outlined in the garbage special counsel report that was written by Trump-hating, angry Democrats. Mueller’s 448-page, lightly redacted report was released Thursday morn…",2019-04-18T22:29:40Z
Mr. Mueller’s Indictment,nytimes.com,https://www.nytimes.com/2019/04/18/opinion/mueller-report.html,The special counsel’s report reveals a pattern of deceit and dysfunction. What comes next is up to Congress.,2019-04-18T22:29:39Z
Where the Trump investigations stand after Mueller,apnews.com,https://apnews.com/a0f187fd073e46a5a100c0d78a1589b6,"NEW YORK (AP) — Special counsel Robert Mueller's long-awaited report outlined Russian interference in the 2016 presidential election. But Mueller did not establish that members of the Trump campaign conspired or coordinated with the Russian government, and he…",2019-04-18T22:29:32Z
The Politics & Policy Daily: It’s (Finally) Mueller Time,theatlantic.com,https://www.theatlantic.com/politics/archive/2019/04/mueller-report-released-politics-daily/586687/,Everything you need to know about the 448-page special counsel’s report.,2019-04-18T22:29:30Z
The Latest: Top lawmakers will see less redacted report,lancasteronline.com,https://lancasteronline.com/news/politics/the-latest-top-lawmakers-will-see-less-redacted-report/article_945c6cb1-c422-5b46-a50f-d17f32ee75da.html,WASHINGTON (AP) — The Latest on special counsel Robert Mueller's report on Russia and President Donald Trump (all times local):,2019-04-18T22:29:09Z
What President Trump said in response to Mueller's questions,cbs8.com,https://www.cbs8.com/article/news/nation-world/what-president-trump-said-in-response-to-muellers-questions/507-b2e0827b-56a9-487d-819c-516749d37182,The only direct exchange between the president and the special counsel's office was a list of written questions and responses. Here's what they said.,2019-04-18T22:29:00Z
"Steny Hoyer Said Impeachment ‘Is Not Worthwhile,’ Left-Wingers Freaked",thefederalist.com,https://thefederalist.com/2019/04/18/steny-hoyer-said-impeachment-is-not-worthwhile-left-wingers-freaked/,House Majority Leader Steny Hoyer (D-Md.) reacted to the release of the Mueller report by arguing impeachment 'is not worthwhile.' That did not sit well with much of the left.,2019-04-18T22:28:52Z
Politics Podcast: The Fallout From The Mueller Report Has Just Begun,fivethirtyeight.com,https://fivethirtyeight.com/features/politics-podcast-the-fallout-of-the-mueller-report-has-just-begun/,"The U.S. Department of Justice released a redacted version of the full Mueller report Thursday. On this episode of the FiveThirtyEight Politics podcast, the crew reacts to special counsel Robert Mueller’s findings that the Trump campaign did not criminally co…",2019-04-18T22:27:43Z
Another Mueller/Barr Report Open Thread: Quick Cuts,balloon-juice.com,https://www.balloon-juice.com/2019/04/18/another-mueller-barr-report-open-thread-quick-cuts/,"In italics is the quote that Barr put in his letter to Congress. In Bold is the part he left out. pic.twitter.com/w6psJDIV0N — Zeddediah Springfield (@Zeddary) April 18, 2019 MUELLER (p. 370): ""The President's efforts to influence the investigation were mostl…",2019-04-18T22:27:40Z
"Mueller report: Findings prove Donald Trump never colluded with Russia, obstructed justice",yahoo.com,https://news.yahoo.com/mueller-report-findings-prove-donald-222729477.html,"As far as collusion and subsequent allegations of obstruction by Donald Trump, there never was more to this would-be scandal than political innuendo.",2019-04-18T22:27:29Z
"Mueller report: Findings prove Donald Trump never colluded with Russia, obstructed justice",usatoday.com,https://www.usatoday.com/story/opinion/2019/04/18/mueller-report-trump-never-colluded-russia-obstructed-justice-narrative-column/3506033002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"As far as collusion and subsequent allegations of obstruction by Donald Trump, there never was more to this would-be scandal than political innuendo.",2019-04-18T22:27:29Z
Russian hacked ‘at least one’ Florida county prior to 2016 election,techcrunch.com,http://techcrunch.com/2019/04/18/russia-hackers-florida-elections/,"Russian operatives successfully targeted and hacked “at least one” Florida county government in the run up to the 2016 U.S. presidential election, according to new findings by the Special Counsel Robert Mueller. The report, published Thursday by the Justice D…",2019-04-18T22:27:23Z
Overnight Health Care: McConnell offering bill to raise tobacco-buying age to 21 | NC gov vetoes 'born alive' abortion bill | CMS backs off controversial abortion proposal,thehill.com,https://thehill.com/policy/healthcare/overnights/439630-overnight-health-care-mcconnell-introducing-bill-to-raise-age-to,Welcome to Thursday's Overnight Health Care.It was Robert...,2019-04-18T22:27:22Z
