title,domain,url,description,published_at
"Watch this Australian guy read all 448 pages of the Mueller report. (Sorry, mate.)",vice.com,https://news.vice.com/en_us/article/597p55/watch-this-australian-guy-read-all-448-pages-of-the-mueller-report-sorry-mate,He's getting very thirsty.,2019-04-18T16:29:20Z
Rep. Swalwell says Trump is a ‘double digit obstructer’ according to Mueller report,msnbc.com,https://www.msnbc.com/msnbc/watch/rep-swalwell-says-trump-is-a-double-digit-obstructer-according-to-mueller-report-1498724419731,"On the release of the Mueller Report, Congressman Eric Swalwell says that the President needs to acknowledge that Russia attacked us and calls the Trump a 'double digit obstructer.'",2019-04-18T16:29:14Z
"Trump declares victory as Mueller report drops: 'No collusion, no obstruction'",foxnews.com,https://www.foxnews.com/politics/president-trump-declares-victory-mueller-report,"President Trump and his legal team declared victory Thursday as Special Counsel Robert Mueller’s Russia report was released -- with the president repeating his ""no collusion"" mantra and saying “this should never happen to another president again.”",2019-04-18T16:28:25Z
Cincinnati congressional delegation figures out how to digest 400-plus pages of the Mueller report.,cincinnati.com,https://www.cincinnati.com/story/news/politics/2019/04/18/local-congressional-delegation-figures-out-how-digest-400-plus-pages-mueller-report/3506498002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,The Enquirer asked the lawmakers on Thursday how they plan on reading the report.,2019-04-18T16:28:18Z
"Trump tried to seize control of Mueller probe, fire special counsel, report says",timesofisrael.com,https://www.timesofisrael.com/trump-tried-to-seize-control-of-mueller-probe-fire-special-counsel-report-says/,"US president sought get prosecutor removed from post over alleged conflicts of interest, called his appointment 'the end of my presidency'",2019-04-18T16:27:38Z
"Trump Tried to Seize Control of Mueller Probe, Report Says",snopes.com,https://www.snopes.com/ap/2019/04/18/trump-tried-to-seize-control-of-mueller-probe-report-says/,"The president's lawyers have said Trump's conduct fell within his constitutional powers, but Mueller's team deemed the episodes deserving of criminal scrutiny.",2019-04-18T16:27:29Z
Here are 11 of the most jaw-dropping bombshells from the Mueller report,rawstory.com,https://www.rawstory.com/2019/04/11-jaw-dropping-bombshells-mueller-report/,"Special counsel Robert Mueller’s report finally saw the light of day, although with heavy redactions — but it still delivered plenty of bombshells. The Department of Justice issued Mueller’s report Thursday, after Attorney General William Barr told reporters …",2019-04-18T16:27:26Z
Mueller report finds the president failed to cooperate in its investigation,thinkprogress.org,https://thinkprogress.org/mueller-report-trump-failed-to-cooperate-99d62aa5f4d4/,"The special counsel’s report on election meddling found President Donald Trump provided insufficient answers to their written questions and refused to sit for an interview with investigators, effectively refusing to fully cooperate with the investigation. Att…",2019-04-18T16:27:00Z
NBC Admits: Barr Summary ‘Tracks Very Closely’ With Mueller Report,newsbusters.org,https://www.newsbusters.org/blogs/nb/kyle-drennen/2019/04/18/nbc-admits-barr-summary-tracks-very-closely-mueller-report,"During special live coverage on NBC News Thursday morning, Justice Department correspondent Pete Williams made a point of saying that Attorney General William Barr’s four-page letter outlining the conclusions of the Mueller Report “tracks very closely” with t…",2019-04-18T16:26:30Z
Giuliani reacts to details emerging from Mueller report - Fox News,youtube.com,https://www.youtube.com/watch?v=xOOXZMrd8Rk,Giuliani reacts to details emerging from Mueller report Fox News Robert Mueller Fortune Ex-FBI assistant director on Mueller report: ‘We need to take a look at how this started’ Fox News View full coverage on Google News,2019-04-18T16:26:27Z
Barr embarrasses himself and Justice Department,seattletimes.com,https://www.seattletimes.com/opinion/barr-embarrasses-himself-and-justice-department/,"If Barr was deliberately trying to make his actions seem suspicious, he couldn't have done a better job.",2019-04-18T16:26:00Z
"Trump alleged conflicts of interest in seeking to oust Mueller, report says",stripes.com,https://www.stripes.com/news/us/trump-alleged-conflicts-of-interest-in-seeking-to-oust-mueller-report-says-1.577449?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29,"In June 2017, President Donald Trump directed White House Counsel Don McGahn to call the acting attorney general and say that Mueller must be ousted because he had conflicts of interest. Yet, for all that, Mueller said in his report that he could not conclusi…",2019-04-18T16:25:53Z
"Trump tried to seize control of Mueller probe, report says",stripes.com,https://www.stripes.com/news/us/trump-alleged-conflicts-of-interest-in-seeking-to-oust-mueller-report-says-1.577449?utm_medium=feed&utm_source=feedburner&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29,"In June 2017, President Donald Trump directed White House Counsel Don McGahn to call the acting attorney general and say that Mueller must be ousted because he had conflicts of interest. Yet, for all that, Mueller said in his report that he could not conclusi…",2019-04-18T16:25:53Z
Mueller concluded Trump Jr. was too ignorant to violate election laws,rawstory.com,https://www.rawstory.com/2019/04/mueller-concluded-trump-jr-ignorant-violate-election-laws/,Special counsel Robert Mueller’s office weighed charging Donald Trump Jr. with a violation of election laws regarding foreign donations to political campaigns — but they concluded he was too ignorant to have knowingly committed a crime. On page 185 of the Mue…,2019-04-18T16:25:42Z
CNN: 'God Allowed The Mueller Report To Test Our Unshakable Faith In Collusion',babylonbee.com,https://babylonbee.com/news/cnn-god-allowed-the-mueller-report-to-test-our-unshakable-faith-in-collusion,"ATLANTA, GA—Anchors at CNN headquarters have made a bold statement of unwavering faith after the Mueller Report revealed no actual evidence that Trump colluded with Russia. ""We believe in collusion with all our hearts and will never let the world's teachings …",2019-04-18T16:25:24Z
Public irritation at Mueller releasing unsearchable report,dailymail.co.uk,https://www.dailymail.co.uk/news/article-6937241/Public-irritation-Mueller-releasing-unsearchable-report.html,"There is no control F feature in the PDF version of the report uploaded on to the Justice Department's website, meaning there is no way to scan it for key words, phrases or names.",2019-04-18T16:25:11Z
AG Barr Just Released The Mueller Report. Here's What We Know So Far,wnyc.org,https://www.wnyc.org/story/ag-barr-just-released-the-mueller-report-heres-what-we-know-so-far/,Attorney General William Barr released a redacted version of Robert Mueller's report into Russian interference in the 2016 U.S. presidential election earlier this morning.,2019-04-18T16:25:00Z
Mueller report: Relief for Trump; Dems won't give up,indiatimes.com,https://timesofindia.indiatimes.com/world/us/mueller-time-trump-gets-a-pass-but-democrats-wont-give-up/articleshow/68944698.cms,"US News: World News: WASHINGTON: In a deeply conflicted report, the redacted version of which was made public on Thursday, FBI Special Counsel Robert Mueller has said he d",2019-04-18T16:24:23Z
"Sorry, Mr. Barr—it is up to the public now",brookings.edu,http://www.brookings.edu/blog/fixgov/2019/04/18/sorry-mr-barr-it-is-up-to-the-public-now/,"“We don’t collect this information just to throw it out to the public,” said Attorney General William Barr in his much-anticipated press conference releasing the Mueller Report to the public and to Congress. And yet, that is exactly what is happening. Legal t…",2019-04-18T16:24:21Z
What is a redaction? Its definition and what it means for the Mueller report,usatoday.com,https://www.usatoday.com/story/news/politics/2019/04/18/robert-mueller-report-redaction-definition/3506574002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"The 400-page report on special counsel Robert Mueller's investigation has been redacted, Attorney General William Barr said. Here's what that means.",2019-04-18T16:24:20Z
Video: Barr will release 'unredacted' Mueller report to bipartisan group,dailymail.co.uk,https://www.dailymail.co.uk/video/news/video-1908384/Video-Barr-release-unredacted-Mueller-report-bipartisan-group.html,"Attorney General William Barr confirmed he will release an unredacted version of the Mueller report into Donald Trump's 2016 campaign, to a Congressional bipartisan group, excluding redactions required by law for Grand Jury information.",2019-04-18T16:24:00Z
Trump Following Mueller Report Release: 'I'm Having a Good Day',wsj.com,https://www.wsj.com/video/trump-following-mueller-report-release-im-having-a-good-day/EC86BB6A-1546-49FC-985B-F3C1CC23BA5D.html,"In remarks at a White House event for the Wounded Warriors Project, President Trump celebrated the Mueller report release, saying ""no collusion,"" ""no obstruction,"" and ""this should never happen to another president again.""",2019-04-18T16:23:40Z
Democrats jump on Attorney General Barr for defending President Trump before report release,nydailynews.com,https://www.nydailynews.com/news/politics/ny-democrats-mueller-report-jerry-nadler-adam-schiff-20190418-2w7qfy7cd5hlplhvlzzaeh5skm-story.html,Democrats were quick to hammer Attorney General William Barr for preemptively defending President Trump in a news conference ahead of releasing the long-awaited Mueller report. Such an early event — before Congress or the press had a chance to read or underst…,2019-04-18T16:23:22Z
Putin complained to oligarchs that he had no contacts in Trumpworld after election - Washington Examiner,washingtonexaminer.com,https://www.washingtonexaminer.com/politics/putin-complained-to-oligarchs-that-he-had-no-contacts-in-trump-world-after-election,"Putin complained to oligarchs that he had no contacts in Trumpworld after election Washington Examiner A new Russian law will further separate the country from the global internet CNBC Mueller report: Russia has 'more important things' to worry about, Putin s…",2019-04-18T16:23:00Z
'This is the end of my presidency': Key Mueller report excerpts,sky.com,https://news.sky.com/story/the-key-excerpts-from-the-mueller-report-11697440,,2019-04-18T16:23:00Z
More store closings coming: Pier 1 Imports could close up to 145 more stores,yahoo.com,https://news.yahoo.com/more-store-closings-coming-pier-162237996.html,"After closing 30 stores last fiscal year, Pier 1 said it is looking to close as many as 145 more locations.",2019-04-18T16:22:37Z
AXELROD: 'Inviting Impeachment Probe'...,ntknetwork.com,https://ntknetwork.com/axelrod-mueller-report-virtually-inviting-an-impeachment-probe-from-congress/,"AXELROD: 'Inviting Impeachment Probe'... (Top headline, 8th story, link ) Related stories: Report recounts 10 'episodes' involving Trump and questions of obstruction... AG SAYS NO CRIMES... Considered president's frustration with media when deciding... Detail…",2019-04-18T16:22:37Z
More store closings coming: Pier 1 Imports could close up to 145 more stores,usatoday.com,https://www.usatoday.com/story/money/2019/04/18/pier-1-imports-store-closings-retailer-close-up-145-locations/3507053002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"After closing 30 stores last fiscal year, Pier 1 said it is looking to close as many as 145 more locations.",2019-04-18T16:22:37Z
Trump declares victory on Mueller report D-Day,rawstory.com,https://www.rawstory.com/2019/04/trump-declares-victory-mueller-report-d-day/,"President Donald Trump, backed by his attorney general, declared himself fully vindicated Thursday in the investigation into Russian election meddling and alleged collusion with his campaign — before the long-awaited full probe report was made public. “Game O…",2019-04-18T16:22:17Z
Read Michael Wernick's statement on his last day as Clerk of the Privy Council,ottawacitizen.com,https://ottawacitizen.com/news/national/read-michael-wernicks-statement-on-his-last-day-as-clerk-of-the-privy-council,"Here is Michael Wernick’s full statement: Today, as I retire from the Public Service, I want to express my gratitude to colleagues, past and present. For almost 38 years, I have had the very good fortune to work in jobs that have been stimulating and rewardin…",2019-04-18T16:21:27Z
Mueller identified 'dozens' of U.S. rallies organized by Russian troll farm,thehill.com,https://thehill.com/policy/technology/439532-mueller-identified-dozens-of-us-rallies-organized-by-russian-troll-farm,"Special counsel Robert Mueller in his highly-anticipated report said his team identified ""dozens"" of U.S. political rallies organized on social media by the Internet Research Agency (IRA), a Russian troll farm that was la...",2019-04-18T16:21:10Z
Bret Baier Reacts to Mueller Report No Collusion Maybe Before 2018 Elections,foxnews.com,https://insider.foxnews.com/2019/04/18/bret-baier-reacts-mueller-report-no-collusion-maybe-2018-elections,Bret Baier proffered the consideration Thursday as to whether Special Counsel Robert Mueller and his team had already concluded prior to the 2018 midterm elections that there was no collusion between Donald Trump and Russia.,2019-04-18T16:21:00Z
The Lesson of Mueller: An innocent man's defense can look like a guilty man's obstruction,thehill.com,https://thehill.com/opinion/white-house/439529-the-lesson-of-mueller-an-innocent-mans-defense-can-look-like-a-guilty,Trump neither committed a Russia collusion crime that he needed to cover up nor took formal action that impeded the probe.,2019-04-18T16:20:12Z
Key Words: Donald Trump feared appointment of Mueller was ‘the end of my presidency’,marketwatch.com,https://www.marketwatch.com/story/donald-trump-feared-appointment-of-mueller-was-the-end-of-my-presidency-2019-04-18,"Leading up to the big reveal of the Mueller report on Thursday, President Donald Trump long maintained he had nothing to fear from the special counsel’s investigation into Russian collusion. The report tells a different story.",2019-04-18T16:20:05Z
‘No Evidence’ Trump Was Aware of Don Jr.’s Meeting With Russian Lawyer,nationalreview.com,https://www.nationalreview.com/news/no-evidence-trump-was-aware-of-don-jr-s-meeting-with-russian-lawyer/,Trump Jr. and others met with Kremlin-linked attorney Natalia Veselnitskaya at Trump Tower in order to obtain damaging information on Hillary Clinton.,2019-04-18T16:20:03Z
‘No Evidence’ Trump Was Aware of Don Jr.’s Meeting With Russian Lawyer,yahoo.com,https://news.yahoo.com/no-evidence-trump-aware-don-162003042.html,"Special counsel Robert Mueller's 22-month investigation failed to produce evidence that then-candidate Trump was aware that his son, Donald Trump Jr., and other high-ranking campaign officials met with a Russian lawyer offering damaging information on Hillary…",2019-04-18T16:20:03Z
The Episodes of Potential Obstruction in the Mueller Report,nytimes.com,https://www.nytimes.com/2019/04/18/us/politics/trump-obstruction-of-justice.html,"President Trump in West Palm Beach, Fla., on Friday. Mr. Trump may have obstructed justice.",2019-04-18T16:20:02Z
Mueller says he wasn't even technically investigating 'collusion',theweek.com,https://theweek.com/speedreads/836080/mueller-says-wasnt-even-technically-investigating-collusion,"Special Counsel Robert Mueller's team was never actually looking for evidence of ""collusion"" but rather conspiracy, his redacted report says.
Mueller's report states that the investigation set out to find whether members of President Trump's campaign conspire…",2019-04-18T16:20:00Z
Frank Figliuzzi Rejects Barr's 'No Collusion' Kool-Aid,crooksandliars.com,https://crooksandliars.com/2019/04/frank-figliuzzi-not-buying-no-collusion,"The Barr Press Conference, you may have heard, did not go over very well. Attorney General William P. Barr's credibility has long been shredded since his absurd Mueller Report ""summary"" memo came out a few weeks ago. For more astute (or cynical — take your pi…",2019-04-18T16:20:00Z
Full Mueller Report With Redactions,theintercept.com,https://theintercept.com/document/2019/04/18/mueller-report/,The post Full Mueller Report With Redactions appeared first on The Intercept.,2019-04-18T16:19:14Z
Trump at the start of Mueller investigation: ‘I’m f*cked’,dailydot.com,https://www.dailydot.com/layer8/trump-mueller-report-im-fucked/,'Oh my God.' The post Trump at the start of Mueller investigation: ‘I’m f*cked’ appeared first on The Daily Dot.,2019-04-18T16:19:04Z
READ: Barr Releases Yet Another Letter To Congress On Redacted Mueller Report,talkingpointsmemo.com,https://talkingpointsmemo.com/news/read-barr-releases-yet-another-letter-to-congress-on-redacted-mueller-report,"In an email, a Justice Department spokesperson described the below letter as Barr&#8217;s &#8220;letter to Congress regarding the release of...",2019-04-18T16:18:23Z
Melber: Mueller report details 'potential hanging of a thread of the Trump presidency',msnbc.com,https://www.msnbc.com/msnbc/watch/melber-report-details-potential-hanging-of-a-thread-of-the-trump-presidency-1498708547541,"Ari Melber shares a portion of the Mueller report that ""gives you the flavor of both what Mueller found, why these obstruction questions are close calls, and the enviornment.""",2019-04-18T16:18:15Z
Mueller report: Why did the special counsel punt on obstruction of justice charges against President Trump?,usatoday.com,https://www.usatoday.com/story/news/politics/2019/04/18/mueller-report-how-did-president-trump-dodge-obstruction-justice/3500784002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,President Trump's anger about  investigations of Russian interference in the 2016 election may have saved him from being charged with obstruction.,2019-04-18T16:17:56Z
WATCH: 'I'm f---ed': Released report details Trump reaction to Mueller's appointment,go.com,https://abcnews.go.com/Politics/video/mueller-report-details-trump-reaction-mueller-appointment-im-62485969,"The report says Trump ""slumped back in his chair and said, 'Oh my God. This is terrible. This is the end of my Presidency.'""",2019-04-18T16:17:52Z
Here's what we know about: Obstruction of justice,go.com,https://abcnews.go.com/Politics/obstruction-justice/story?id=62457177,Here's what we know about what the Mueller report says about possible obstruction of justice.,2019-04-18T16:17:41Z
"Trump After Learning of Robert Mueller's Appointment as Special Counsel: ""I'm Fucked""",gq.com,https://www.gq.com/story/trump-mueller-report-im-fucked,The Mueller report details Trump's despair when he found out that a special counsel had been appointed in the Russia investigation.,2019-04-18T16:17:35Z
FNC's Napolitano on Dems Pursuing Obstruction: 'May Very Well Explode in Their Faces',breitbart.com,https://www.breitbart.com/clips/2019/04/18/fncs-napolitano-on-dems-pursuing-obstruction-may-very-well-explode-in-their-faces/,"With Democrats eyeing obstruction of justice against President Donald Trump in the wake of FBI special counsel Robert Mueller’s report concluding no collusion with Russia in the 2016 presidential election, senior Fox News judicial analyst Andrew Napolitano of…",2019-04-18T16:17:16Z
"Mueller: Obstruction by Trump failed because others refused to ""carry out orders"" (yep CNN)",freerepublic.com,https://www.freerepublic.com/focus/f-news/3742922/posts,"In the report, special counsel Robert Mueller outlined why obstruction by President Trump failed. It failed because others refused to ""carry out orders.""",2019-04-18T16:17:14Z
Mueller report reveals Trump tried to seize control of Russia probe,france24.com,https://www.france24.com/en/video/20190418-mueller-report-reveals-trump-tried-seize-control-russia-probe,"Special counsel Robert Mueller's report revealed to a waiting nation Thursday that US President Donald Trump tried to seize control of the Russia probe and force Mueller's removal. The report said that in June 2017, Trump directed White House Counsel Don McGa…",2019-04-18T16:16:33Z
Reaction: How Trump responded to Mueller appointment,cnn.com,https://www.cnn.com/videos/politics/2019/04/18/trump-end-of-presidency-mueller-report-borger-blitzer-ath-vpx.cnn,"An excerpt from special counsel Robert Muller's report claims that President Trump said ""this is the end of my presidency"" upon learning of Mueller's appointment.",2019-04-18T16:16:31Z
Mueller report does not conclude Trump committed crime but does not exonerate him,thestar.com.my,http://www.thestar.com.my/news/world/2019/04/19/mueller-report-does-not-conclude-trump-committed-crime-but-does-not-exonerate-him/,"WASHINGTON (Reuters) - Special Counsel Robert Mueller's investigation into Russian interference in the 2016 U.S. election did not conclude President Donald Trump committed a crime but also did not exonerate him, Mueller's report said.",2019-04-18T16:16:21Z
CNN’s Toobin erupts over Mueller report: ‘If this isn’t obstruction of justice I’d like to see what is’,rawstory.com,https://www.rawstory.com/2019/04/cnns-toobin-erupts-mueller-report-isnt-obstruction-justice-id-like-see/,"The more CNN’s legal analyst Jeffrey Toobin read of special counsel Robert Mueller’s report, the more he saw evidence of “obstruction of justice.” During the Thursday panel discussion digesting the report, Toobin proclaimed, “If this isn’t obstruction of just…",2019-04-18T16:15:41Z
HBO rebukes Trump for tweeting a Game of Thrones meme,fastcompany.com,https://www.fastcompany.com/90337217/hbo-rebukes-trump-for-tweeting-a-game-of-thrones-meme?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29,"HBO wasn’t happy about the president’s tweet. (Join the club, HBO.) On some days, it’s difficult to spot which of the president’s many juvenile, petty, wildly unpresidential words or actions is the most offensive. Today’s dispatch of a Game of Thrones meme of…",2019-04-18T16:15:32Z
HBO rebukes Trump for tweeting a Game of Thrones meme,fastcompany.com,https://www.fastcompany.com/90337217/hbo-rebukes-trump-for-tweeting-a-game-of-thrones-meme?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcocreate%2Ffeed+%28Co.Create%29,"HBO wasn’t happy about the president’s tweet. (Join the club, HBO.) On some days, it’s difficult to spot which of the president’s many juvenile, petty, wildly unpresidential words or actions is the most offensive. Today’s dispatch of a Game of Thrones meme of…",2019-04-18T16:15:32Z
HBO rebukes Trump for tweeting a Game of Thrones meme,fastcompany.com,https://www.fastcompany.com/90337217/hbo-rebukes-trump-for-tweeting-a-game-of-thrones-meme?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=feedburner+fastcompany&utm_content=feedburner,"HBO wasn’t happy about the president’s tweet. (Join the club, HBO.) On some days, it’s difficult to spot which of the president’s many juvenile, petty, wildly unpresidential words or actions is the most offensive. Today’s dispatch of a Game of Thrones meme of…",2019-04-18T16:15:32Z
HBO rebukes Trump for tweeting a Game of Thrones meme,fastcompany.com,https://www.fastcompany.com/90337217/hbo-rebukes-trump-for-tweeting-a-game-of-thrones-meme?partner=rss&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcolabs+%28Co.Labs%29,"On some days, it’s difficult to spot which of the president’s many juvenile, petty, wildly unpresidential words or actions is the most offensive. Today’s dispatch of a Game of Thrones meme offers just such a quandary: What’s the worst part of this meme? Is it…",2019-04-18T16:15:32Z
HBO rebukes Trump for tweeting a Game of Thrones meme,fastcompany.com,https://www.fastcompany.com/90337217/hbo-rebukes-trump-for-tweeting-a-game-of-thrones-meme?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcoexist%2Ffeed+%28Co.Exist%29,"HBO wasn’t happy about the president’s tweet. (Join the club, HBO.) On some days, it’s difficult to spot which of the president’s many juvenile, petty, wildly unpresidential words or actions is the most offensive. Today’s dispatch of a Game of Thrones meme of…",2019-04-18T16:15:32Z
HBO rebukes Trump for tweeting a Game of Thrones meme,fastcompany.com,https://www.fastcompany.com/90337217/hbo-rebukes-trump-for-tweeting-a-game-of-thrones-meme?partner=rss&utm_source=rss&utm_medium=feed&utm_campaign=rss+fastcompany&utm_content=rss,"On some days, it’s difficult to spot which of the president’s many juvenile, petty, wildly unpresidential words or actions is the most offensive. Today’s dispatch of a Game of Thrones meme offers just such a quandary: What’s the worst part of this meme? Is it…",2019-04-18T16:15:32Z
Kamala Harris Accuses A.G. Barr of Acting as President’s Defense Attorney,breitbart.com,https://www.breitbart.com/politics/2019/04/18/kamala-harris-accuses-a-g-barr-of-acting-as-presidents-defense-attorney/,Democrat presidential candidate Kamala Harris demanded Thursday that Special Counsel Robert Mueller testify before Congress while accusing the attorney general of serving as the president’s defense attorney.,2019-04-18T16:15:06Z
This is the most anticipated government report in 2 decades,cnn.com,https://www.cnn.com/2019/04/18/politics/government-report-anticipation-trnd/index.html,It's not just the White House and Congress that want to get their hands on the Mueller report. The public wants it too.,2019-04-18T16:15:02Z
Read the full Mueller report,go.com,https://abcnews.go.com/Politics/read-full-mueller-report/story?id=62480705,"Get breaking national and world news, broadcast video coverage, and exclusive interviews.  Find the top news online at ABC news.",2019-04-18T16:15:01Z
These are the 10 episodes Mueller investigated for obstruction of justice,vox.com,https://www.vox.com/policy-and-politics/2019/4/18/18484947/mueller-report-obstruction-of-justice-summary,The list includes James Comey’s firing and Trump’s changing behavior toward Michael Cohen.,2019-04-18T16:15:00Z
Why Mueller did not subpoena Trump for report - CNN,youtube.com,https://www.youtube.com/watch?v=WvRd6eQGZoo,"Why Mueller did not subpoena Trump for report CNN Kellyanne Conway reiterates call for Adam Schiff's resignation after Mueller report's release Fox News Legal expert: Mueller report is more complicated than ""no collusion, no obstruction"" CBS News Kellyanne Co…",2019-04-18T16:14:38Z
Full Report Drops,wnyc.org,https://www.wnyc.org/story/full-report-drops/,"The full 450-page Mueller Report dropped mid-show, we talked first impressions, and began to digest the behemoth document with Andrew Prokop, senior correspondent at Vox, and Jonathan Lemire, AP White House Reporter.",2019-04-18T16:14:38Z
Democrats Rally Around The Same Exact Word To Describe AG Barr’s Press Conference,dailycaller.com,https://dailycaller.com/2019/04/18/barr-democrats-spin-mueller-report/,"Democrats reacted to AG William Barr's press conference by accusing him of ""spin"" when defending the findings in special counsel Robert Mueller's report.",2019-04-18T16:14:34Z
Trump campaign attempted to obtain Hillary Clinton’s private emails,washingtonpost.com,https://www.washingtonpost.com/powerpost/trump-campaign-attempted-to-obtain-hillary-clintons-private-emails/2019/04/18/73a70466-61f1-11e9-bfad-36a7eb36cb60_story.html,Michael Flynn told the Mueller investigation that Trump “made this request repeatedly” and Flynn reached out to a Republican operative and GOP Senate staffer.,2019-04-18T16:14:09Z
"Market May Fall On Mueller Report, But Fed Will Keep It Alive",forbes.com,https://www.forbes.com/sites/kenrapoza/2019/04/18/market-may-fall-on-mueller-report-but-fed-will-keep-it-alive/,The near term market outlook for Mueller Time: sideways.,2019-04-18T16:14:00Z
The redacted Mueller report - Los Angeles Times,latimes.com,https://www.latimes.com/projects/la-na-mueller-investigation-report-trump-redaction/,The redacted Mueller report Los Angeles Times Justice Dept. to release two versions of redacted Mueller report CNN Copy of Mueller report with Roger Stone details to be sent to 'a limited number' of congressional staffers Washington Examiner Commentary: If Co…,2019-04-18T16:14:00Z
Trump Aides Refused to Carry Out His Orders,politicalwire.com,https://politicalwire.com/2019/04/18/trump-aides-refused-to-carry-out-his-orders/,"The Mueller report clearly states that attempts by President Trump to obstruct the investigation failed because others refused to “carry out orders or accede to his requests.” From the report: “Comey did not end the investigation of Flynn, which ultimately re…",2019-04-18T16:13:43Z
Giuliani Rails Against Mueller’s Team: ‘One of These Guys is a Terror!!!’,mediaite.com,https://www.mediaite.com/tv/giuliani-rails-against-muellers-team-one-of-these-guys-is-a-terror/,"Trump attorney and Nosferatu Stunt Double Rudy Giuliani took up Donald Trump's attacks on Special Counsel Robert Mueller and his team, accusing the investigators of setting a ""perjury trap,"" and calling one member of Mueller's team ""a terror!""",2019-04-18T16:13:31Z
Discussing The Mueller Report With a Trump Hating Liberal In 2018,liveleak.com,https://www.liveleak.com/view?t=ucBMk_1555604009,"A liberal let's Trump have it back in 2018. He REALLY had a lot of hope in the Mueller report as he becomes questioned by a Conservative here. By the way, it says ""part 1"", but, I couldn't find part 2. Apparently, part 2 didn't survive the purge of Conservati…",2019-04-18T16:13:29Z
"Chris Wallace: Barr Seemed To Be Acting As ""Counselor For President Rather Than The Attorney General""",realclearpolitics.com,https://www.realclearpolitics.com/video/2019/04/18/chris_wallace_barr_seemed_to_be_acting_as_counselor_for_president_rather_than_the_attorney_general.html,"FOX News' Chris Wallace said Attorney General Bill Barr sounded like President Trump's defense attorney at his press conference Thursday. Wallace said he suspects Democrats' heads are ""exploding"" and will come down sharply on Barr.

CHRIS WALLACE, FOX NEWS …",2019-04-18T16:13:26Z
"As Mueller report released, Democrats demand he testify before Congress",nbcnews.com,https://www.nbcnews.com/politics/congress/mueller-report-released-democrats-demand-he-testify-congress-n995831,"As special counsel Robert Mueller’s report from his investigation into Russian interference in the 2016 election became public Thursday, Democrats called on Mueller to testify before Congress and they expressed outrage at Attorney General William Barr for the…",2019-04-18T16:13:00Z
The Juiciest Bits From the Mueller Report [UPDATING],splinternews.com,https://splinternews.com/the-juiciest-bits-from-the-mueller-report-updating-1834141977,Well. It’s finally here. Read more...,2019-04-18T16:13:00Z
The Internet Immediately Turned Its Attention to Memes of Rod Rosenstein at the Bill Barr Press Conference,time.com,http://time.com/5573281/rod-rosenstein-memes/,U.S. Deputy Attorney General Rod Rosenstein is getting the meme treatment following the release of the Mueller report.,2019-04-18T16:12:29Z
Mueller report: Trump 'tried to get special counsel fired',bbc.com,https://www.bbc.com/news/world-us-canada-47983489,"Trump tried to get Special Counsel Mueller fired, the just released report into alleged Russia collusion says.",2019-04-18T16:12:20Z
Mueller Report Speed Read: Trump Said ‘I’m F*cked’ After Special Counsel Was Appointed,yahoo.com,https://news.yahoo.com/mueller-report-speed-read-trump-151100948.html,"Saul Loeb/GettyNearly two years after the appointment of Robert Mueller as special counsel, Attorney General William Barr has submitted a 448-page report to Congress penned by Mueller and a team of investigators detailing Russian interference in the 2016 pres…",2019-04-18T16:12:03Z
Read a Searchable Version of the Mueller Report,imissgrantland.com,http://imissgrantland.com/2019/04/18/read-a-searchable-version-of-the-mueller-report/,"Well, William Barr’s redacted version, anyway. Source: Read a Searchable Version of the Mueller Report",2019-04-18T16:11:47Z
Read the Mueller Report,slate.com,https://slate.com/news-and-politics/2019/04/mueller-report-searchable-pdf.html,"Well, William Barr's redacted version, anyway.",2019-04-18T16:11:47Z
Trump told aides not to disclose emails about Trump Tower meeting with Russians - report,thestar.com.my,http://www.thestar.com.my/news/world/2019/04/19/trump-told-aides-not-to-disclose-emails-about-trump-tower-meeting-with-russians--report/,"WASHINGTON (Reuters) - President Donald Trump directed aides numerous times not to disclose emails about a June 2016 meeting between campaign officials and Russians offering derogatory information on Democratic opponent Hillary Clinton, according to the repor…",2019-04-18T16:11:41Z
MUELLER REPORT: All the Trump ‘Episodes’ Examined in Obstruction of Justice Probe,lawandcrime.com,https://lawandcrime.com/high-profile/mueller-report-all-the-trump-episodes-as-it-relates-to-obstruction-of-justice/,U.S. Attorney General William Barr dispelled of collusion notion almost immediately after receiving Special Counsel Robert Mueller's confidential Russia report. Barr quickly cleared President Donald Trump and Trump campaign members of conspiring with Russia; …,2019-04-18T16:11:38Z
